date,channel,device,sessions,add_to_cart,begin_checkout,purchases
2026-06-09,Email,Mobile,3,0,0,0
2026-01-15,Google Shopping,Mobile,7,0,0,0
2025-09-07,Direct,Mobile,4,1,1,1
2025-08-02,Google  Search,Desktop,4,0,0,0
2025-04-19,SEO,Mobile,5,1,0,0
2025-03-24,Google Search,Desktop,8,2,2,2
2026-01-17,Google Shopping,Mobile,2,0,0,0
2025-07-29,Google  Search,Tablet,1,0,0,0
2025-04-30,Google Search,Tablet,1,0,0,0
2026-01-11,Direct,Tablet,0,0,0,0
2025-05-18,(direct),Desktop,3,2,0,0
2026-04-16,Direct,Tablet,0,0,0,0
2025-06-23,Direct,Tablet,1,0,0,0
2025-01-26,Google Shopping,Desktop,3,0,0,0
2026-04-03,Google Shopping,Tablet,0,0,0,0
2026-06-18,Affiliate,Tablet,1,0,0,0
2026-01-16,Affiliate,Desktop,1,0,0,0
2025-11-05,DIRECT,Mobile,4,0,0,0
2025-01-06,Organic Search,Tablet,0,0,0,0
2026-06-25,Google Shopping,Tablet,1,0,0,0
2025-06-14,google shopping,Desktop,1,0,0,0
2025-02-03,Meta Ads,Mobile,10,1,1,0
2026-05-17,Google Search,Mobile,13,1,1,1
2025-07-22,google shopping,Desktop,6,1,0,0
2025-02-10,Affiliate,Mobile,5,0,0,0
2025-01-30,Organic_Search,Desktop,5,1,1,0
2026-01-28,google shopping,Mobile,11,0,0,0
2025-12-13,Affiliate,Tablet,0,0,0,0
2025-04-10,Affiliate,Tablet,0,0,0,0
2026-03-29,Facebook/Instagram Ads,Tablet,2,0,0,0
2025-12-19,AFFILIATE,Desktop,1,0,0,0
2025-03-07,Google Shopping,Mobile,2,0,0,0
2025-10-10,Google Search,Mobile,10,0,0,0
2025-07-30,Google Shopping,Desktop,2,0,0,0
2025-09-11,google search,Mobile,15,0,0,0
2025-05-31,Meta Ads,Mobile,21,2,2,1
2026-02-25,Meta Ads,Mobile,9,1,0,0
2026-04-27,Google Shopping,Mobile,4,1,1,1
2025-02-25,Meta Ads,Desktop,7,0,0,0
2025-07-14,Google Shopping,Desktop,0,0,0,0
2025-06-11,Direct,Desktop,4,0,0,0
2025-05-13,Google Shopping,Mobile,9,0,0,0
2026-06-24,Meta Ads,Mobile,30,0,0,0
2025-10-08,Affiliate,Desktop,0,0,0,0
2025-05-01,Direct,Mobile,7,0,0,0
2026-02-12,google search,Desktop,6,0,0,0
2025-08-13,Google Shopping,Desktop,2,0,0,0
2025-01-30,Direct,Tablet,0,0,0,0
2026-04-14,Google_Shopping,Desktop,8,1,1,1
2025-12-12,Affiliate,Desktop,2,0,0,0
2025-06-09,Affiliate,Mobile,2,1,1,0
2025-08-20,Google Search,Tablet,4,0,0,0
2025-05-10,EMAIL,Tablet,1,0,0,0
2025-03-14,Direct,Desktop,2,0,0,0
2025-06-02,Meta Ads,Desktop,2,0,0,0
2025-06-18,Email,Mobile,7,0,0,0
2026-01-06,GOOGLE SHOPPING,Mobile,6,1,1,0
2025-04-11,Organic Search,Tablet,0,0,0,0
2025-08-08,Direct,Mobile,0,0,0,0
2026-06-28,Organic Search,Tablet,2,0,0,0
2026-06-18,AFFILIATE,Mobile,2,0,0,0
2025-11-04,Meta Ads,Mobile,14,0,0,0
2025-02-18,Organic Search,Desktop,3,0,0,0
2026-03-25,Google_Search,Mobile,3,0,0,0
2025-07-22,Email,Desktop,5,1,1,0
2025-04-03,affiliate,Desktop,2,0,0,0
2025-10-11,Affiliate,Tablet,1,0,0,0
2026-01-02,Organic Search,Tablet,1,0,0,0
2026-05-28,(direct),Mobile,3,0,0,0
2025-12-14,organic search,Tablet,2,0,0,0
2026-04-14,Email Marketing,Desktop,1,0,0,0
2026-02-28,direct,Mobile,2,0,0,0
2025-10-05,Direct,Mobile,2,0,0,0
2026-05-25,Email,Mobile,3,0,0,0
2025-12-04,Meta Ads,Tablet,2,0,0,0
2025-11-24,Meta Ads,Mobile,31,0,0,0
2025-07-30,Email,Desktop,0,0,0,0
2025-07-20,direct,Tablet,0,0,0,0
2026-03-01,Organic_Search,Desktop,7,1,1,0
2025-02-25,google shopping,Desktop,3,0,0,0
2026-04-19,Google Search,Tablet,3,1,1,1
2025-03-02,Organic Search,Desktop,3,0,0,0
2026-06-26,Organic Search,Tablet,1,0,0,0
2025-08-12,Google Search,Mobile,7,1,0,0
2025-06-14,Affiliate,Mobile,2,1,1,0
2026-01-16,Google Search,Desktop,5,0,0,0
2025-10-17,Email,Mobile,3,1,1,0
2025-12-09,GOOGLE SEARCH,Mobile,7,0,0,0
2025-05-15,FB/IG Ads,Tablet,0,0,0,0
2025-10-11,Email,Desktop,1,0,0,0
2026-02-24,Direct,Mobile,4,0,0,0
2025-11-05,Email,Tablet,1,0,0,0
2026-06-17,Affiliate,Desktop,3,0,0,0
2025-06-15,Meta Ads,Mobile,13,1,0,0
2025-02-27,GOOGLE SEARCH,Mobile,13,1,0,0
2025-01-15,affiliate,Tablet,0,0,0,0
2025-02-21,Organic Search,Tablet,0,0,0,0
2026-04-02,Google Shopping,Desktop,4,1,1,0
2025-09-30,Meta Ads,Mobile,18,2,1,1
2025-04-30,Google Search,Mobile,12,1,1,0
2025-08-27,Meta Ads,Tablet,1,1,0,0
2026-04-06,Email,Mobile,2,1,0,0
2025-08-08,organic search,Tablet,4,1,1,1
2025-06-02,Email,Tablet,0,0,0,0
2026-06-13,Direct,Desktop,5,0,0,0
2025-07-22,organic search,Desktop,7,0,0,0
2025-08-06,Google Search,Mobile,7,0,0,0
2025-03-16,Organic Search,Desktop,1,0,0,0
2025-03-26,Google Shopping,Desktop,2,0,0,0
2025-04-20,Organic Search,Desktop,0,0,0,0
2025-09-06,Organic Search,Mobile,6,1,1,1
2025-05-03,Google  Search,Mobile,10,4,4,2
2025-01-05,Organic Search,Tablet,0,0,0,0
2025-02-13,DIRECT,Desktop,1,0,0,0
2025-08-01,Meta Ads,Tablet,4,1,0,0
2025-11-13,Direct,Tablet,0,0,0,0
2025-10-03,Email,Tablet,0,0,0,0
2025-03-27,meta ads,Tablet,1,0,0,0
2025-08-20,Affiliate,Mobile,3,0,0,0
2025-03-31,DIRECT,Tablet,0,0,0,0
2025-05-27,google shopping,Mobile,9,1,1,1
2025-12-28,Meta Ads,Tablet,1,0,0,0
2026-03-26,Google Shopping,Tablet,0,0,0,0
2025-01-26,Organic Search,Desktop,5,1,1,0
2026-05-18,direct,Mobile,2,1,1,0
2025-08-11,Google Search,Desktop,6,0,0,0
2025-04-09,Affiliate ,Mobile,1,0,0,0
2025-01-07,Email,Tablet,0,0,0,0
2025-01-18,Organic_Search,Tablet,0,0,0,0
2025-11-26,Direct,Tablet,0,0,0,0
2025-06-26,Organic_Search,Desktop,2,0,0,0
2026-04-02,Google Search,Desktop,2,0,0,0
2025-04-22,(direct),Mobile,5,0,0,0
2026-03-06,Google_Search,Mobile,9,1,0,0
2026-06-30,(direct),Mobile,4,0,0,0
2025-04-08,Google Shopping,Desktop,1,0,0,0
2026-02-14,Direct,Mobile,6,0,0,0
2026-03-04,Affiliate,Tablet,0,0,0,0
2025-12-21,google search,Tablet,4,0,0,0
2025-02-01,Facebook/Instagram Ads,Tablet,2,0,0,0
2025-06-27,Meta Ads,Tablet,4,0,0,0
2025-05-18,Affiliate,Tablet,0,0,0,0
2026-02-12,Email,Desktop,4,0,0,0
2025-07-27,Affiliate,Tablet,1,0,0,0
2025-02-14,DIRECT,Desktop,0,0,0,0
2025-10-19,Organic_Search,Mobile,6,1,0,0
2026-06-22,Google Shopping,Desktop,8,0,0,0
2026-05-04,Direct,Desktop,1,1,1,1
2026-01-17,Meta Ads,Tablet,1,0,0,0
2025-04-01,Google Shopping,Mobile,3,0,0,0
2026-06-14,Affiliate ,Tablet,0,0,0,0
2026-06-16,Google Shopping,Desktop,3,0,0,0
2025-03-06,Google Search,Mobile,3,0,0,0
2025-04-23,Facebook/Instagram Ads,Mobile,14,0,0,0
2025-10-04,Google  Search,Tablet,3,0,0,0
2025-03-25,Affiliate,Tablet,1,0,0,0
2025-04-24,(direct),Tablet,1,1,0,0
2025-10-02,Google Search,Mobile,9,2,2,0
2026-04-17,Meta Ads,Mobile,23,0,0,0
2025-05-07,Google Shopping,Tablet,1,0,0,0
2025-11-24,Google_Search,Tablet,3,0,0,0
2025-05-24,Direct,Mobile,7,0,0,0
2025-09-28,EMAIL,Desktop,0,0,0,0
2025-07-18,Affiliate,Tablet,0,0,0,0
2025-01-26,Email,Desktop,0,0,0,0
2025-11-04,Email,Tablet,0,0,0,0
2025-11-26,Direct,Mobile,8,3,3,0
2025-07-24,Affiliate,Mobile,2,0,0,0
2025-10-30,AFFILIATE,Mobile,3,1,1,1
2025-07-18,Meta Ads,Mobile,13,0,0,0
2025-01-17,Google Shopping,Desktop,1,0,0,0
2025-07-12,Google Shopping,Desktop,2,0,0,0
2025-08-20,Google Search,Desktop,9,0,0,0
2025-11-12,Meta Ads,Mobile,19,0,0,0
2026-05-27,email,Tablet,0,0,0,0
2026-02-18,Email,Desktop,2,0,0,0
2026-02-01,(direct),Tablet,1,0,0,0
2026-03-31,Organic_Search,Desktop,4,0,0,0
2025-12-06,Organic Search,Tablet,1,0,0,0
2025-02-27,Google Shopping,Desktop,2,0,0,0
2026-06-12,Email,Desktop,2,1,0,0
2025-01-04,Organic Search,Tablet,1,1,1,1
2025-04-25,Email Marketing,Mobile,5,1,1,0
2026-03-30,GOOGLE SHOPPING,Tablet,2,0,0,0
2025-01-06,Affiliate,Mobile,2,0,0,0
2025-09-16,Affiliate,Tablet,1,0,0,0
2025-10-28,EMAIL,Desktop,2,0,0,0
2025-07-15,GOOGLE SHOPPING,Desktop,2,0,0,0
2025-03-11,Meta Ads,Desktop,5,0,0,0
2025-05-08,Email,Desktop,5,0,0,0
2025-08-15,Direct,Desktop,1,1,1,1
2025-06-04,Affiliate,Tablet,2,0,0,0
2026-05-29,Google Shopping,Mobile,3,0,0,0
2025-10-31,organic search,Mobile,8,0,0,0
2025-04-10,Email,Desktop,2,0,0,0
2025-04-11,Meta Ads,Desktop,8,2,2,2
2025-04-29,Meta_Ads,Mobile,12,0,0,0
2025-03-06,Organic Search,Desktop,9,0,0,0
2026-03-16,Affiliate,Tablet,0,0,0,0
2025-09-24,Organic Search,Desktop,5,0,0,0
2025-02-16,Meta Ads,Tablet,0,0,0,0
2025-05-11,SEO,Desktop,2,1,1,1
2026-01-10,Direct,Desktop,0,0,0,0
2025-06-16,Organic Search,Tablet,2,0,0,0
2025-12-06,Direct,Mobile,11,1,1,1
2025-07-27,Google Search,Desktop,4,0,0,0
2025-05-11,Google Search,Desktop,3,1,1,0
2026-02-15,Affiliate,Desktop,0,0,0,0
2025-01-25,Direct,Mobile,1,0,0,0
2026-04-05,Affiliate,Tablet,0,0,0,0
2025-08-25,Affiliate,Desktop,2,0,0,0
2026-04-30,GOOGLE SHOPPING,Tablet,4,0,0,0
2026-02-19,meta ads,Desktop,8,0,0,0
2025-03-26,Direct,Mobile,4,0,0,0
2025-08-03,affiliate,Tablet,2,0,0,0
2026-04-10,Direct,Tablet,1,0,0,0
2026-01-09,Direct,Tablet,0,0,0,0
2026-05-26,Email,Tablet,0,0,0,0
2025-05-25,Affiliate,Mobile,4,0,0,0
2025-02-28,GOOGLE SEARCH,Tablet,1,0,0,0
2025-09-16,Direct,Desktop,2,1,0,0
2025-06-15,Direct,Tablet,0,0,0,0
2025-11-03,Organic Search,Mobile,11,0,0,0
2025-04-22,Organic Search,Desktop,2,0,0,0
2026-06-05,Direct,Mobile,4,0,0,0
2025-11-22,Google Search,Desktop,6,2,1,1
2025-05-29,Google Search,Tablet,0,0,0,0
2026-04-09,Affiliate,Mobile,2,0,0,0
2025-02-11,Organic Search,Mobile,8,1,1,0
2025-07-07,DIRECT,Mobile,2,0,0,0
2026-05-18,Google Shopping,Tablet,0,0,0,0
2026-03-22,Google Search,Mobile,11,2,1,1
2026-02-23,Google Shopping,Desktop,2,0,0,0
2025-10-22,Organic Search,Mobile,13,1,0,0
2026-01-20,DIRECT,Desktop,2,0,0,0
2026-04-25,Affiliate,Desktop,2,0,0,0
2025-12-19,Meta Ads,Mobile,17,0,0,0
2026-02-11,direct,Mobile,4,0,0,0
2026-06-07,Organic Search,Tablet,1,0,0,0
2026-04-01,Google Shopping,Desktop,7,0,0,0
2025-10-06,Email,Tablet,0,0,0,0
2025-05-15,Affiliate,Tablet,0,0,0,0
2026-02-08,Direct,Tablet,0,0,0,0
2025-08-09,Email,Desktop,1,0,0,0
2025-03-03,email,Tablet,1,1,1,0
2025-03-26,Direct,Desktop,2,0,0,0
2026-02-13,email,Mobile,4,1,0,0
2025-09-06,Affiliate ,Mobile,0,0,0,0
2025-09-03,Google Shopping,Mobile,8,2,2,1
2025-11-14,direct,Desktop,3,1,0,0
2025-11-21,AFFILIATE,Mobile,1,0,0,0
2025-04-05,Google Shopping,Mobile,6,0,0,0
2026-02-07,Google Search,Tablet,0,0,0,0
2026-01-25,Direct,Desktop,1,1,0,0
2025-07-28,Meta Ads,Desktop,6,1,1,1
2025-07-20,Email,Tablet,0,0,0,0
2025-06-25,Direct,Desktop,1,0,0,0
2025-04-19,Google Shopping,Tablet,0,0,0,0
2025-10-30,Email Marketing,Tablet,0,0,0,0
2025-06-05,Google Search,Mobile,7,1,1,1
2025-05-02,Direct,,1,0,0,0
2026-04-04,Affiliate,Desktop,1,0,0,0
2025-10-24,Affiliate,Desktop,1,0,0,0
2025-05-23,Organic Search,Tablet,2,0,0,0
2025-06-28,Affiliate ,Mobile,7,2,1,1
2026-03-24,Email,Desktop,1,0,0,0
2025-02-11,Meta Ads,Tablet,0,0,0,0
2025-07-30,Email,Tablet,0,0,0,0
2025-11-22,Direct,Tablet,0,0,0,0
2025-02-17,Organic Search,Tablet,0,0,0,0
2025-06-29,Email,Desktop,4,0,0,0
2025-05-30,Organic Search,Mobile,8,0,0,0
2025-08-04,Google Shopping,Tablet,1,0,0,0
2025-05-04,Affiliate,Mobile,0,0,0,0
2026-03-27,Direct,Tablet,0,0,0,0
2026-05-03,SEO,Desktop,6,0,0,0
2025-10-11,Google Shopping,Mobile,7,1,0,0
2026-02-28,email,Tablet,0,0,0,0
2025-02-04,Meta Ads,Desktop,4,0,0,0
2025-10-30,Google Search,Mobile,9,1,0,0
2025-07-25,Direct,Tablet,1,0,0,0
2025-12-08,DIRECT,Desktop,2,1,1,1
2025-02-05,Affiliate,Desktop,1,0,0,0
2025-01-22,Organic Search,Mobile,6,0,0,0
2025-03-18,Google Shopping,Tablet,1,0,0,0
2025-12-04,Affiliate,Mobile,4,0,0,0
2026-06-08,Direct,Mobile,5,1,0,0
2025-12-11,Organic_Search,Desktop,6,1,0,0
2025-10-16,Email,Tablet,0,0,0,0
2025-04-25,Google Search,Tablet,1,0,0,0
2025-10-06,Google Search,Mobile,9,2,0,0
2025-10-13,Direct,Tablet,0,0,0,0
2026-01-11,Affiliate,Mobile,1,0,0,0
2026-01-27,Email,Desktop,3,0,0,0
2025-11-02,Google Search,Mobile,12,0,0,0
2026-06-27,Organic Search,Tablet,0,0,0,0
2026-05-05,Affiliate,Mobile,2,0,0,0
2026-02-19,Email Marketing,Desktop,1,0,0,0
2025-03-27,email,Mobile,5,0,0,0
2025-01-02,Meta Ads,Desktop,9,0,0,0
2026-04-24,Email,Desktop,2,0,0,0
2025-07-07,SEO,Desktop,8,1,1,0
2025-09-08,Direct,Mobile,4,1,1,0
2026-02-10,google search,Tablet,0,0,0,0
2025-11-22,FB/IG Ads,Mobile,16,0,0,0
2025-10-08,Meta Ads,Tablet,2,0,0,0
2025-07-16,Meta Ads,Tablet,3,0,0,0
2025-04-27,Direct,Tablet,0,0,0,0
2025-12-03,organic search,Tablet,2,0,0,0
2025-07-05,Email,Tablet,1,1,0,0
2026-06-11,Meta Ads,Tablet,3,0,0,0
2026-03-31,Google Search,Tablet,2,0,0,0
2025-05-02,GOOGLE SEARCH,Mobile,5,0,0,0
2025-10-06,Affiliate,Mobile,1,0,0,0
2025-01-21,AFFILIATE,Mobile,2,0,0,0
2025-06-25,Email,Desktop,1,0,0,0
2025-10-25,Affiliate,Mobile,1,0,0,0
2025-09-13,google shopping,Desktop,6,0,0,0
2025-04-17,Direct,Desktop,2,0,0,0
2025-08-21,affiliate,Desktop,0,0,0,0
2025-04-05,Google Search,Desktop,5,1,1,1
2026-02-06,Organic Search,Desktop,2,1,0,0
2025-04-17,Affiliate,Desktop,0,0,0,0
2026-05-12,Meta Ads,Mobile,20,0,0,0
2025-12-09,Organic Search,Desktop,4,0,0,0
2025-05-13,Direct,Desktop,2,0,0,0
2025-08-30,Google Search,Mobile,10,2,0,0
2025-07-29,Google_Search,Mobile,5,0,0,0
2025-06-09,email,Desktop,2,1,1,1
2025-10-17,Google Search,Tablet,0,0,0,0
2025-02-06,Google Shopping,Mobile,2,1,0,0
2025-08-30,Organic_Search,Desktop,4,0,0,0
2025-10-20,Direct,Desktop,3,1,0,0
2026-03-19,Direct,Desktop,1,0,0,0
2025-03-24,Google Search,Tablet,1,0,0,0
2025-01-15,Google Shopping,Tablet,0,0,0,0
2025-08-08,SEO,Mobile,9,2,2,0
2026-05-30,Google Shopping,Desktop,1,0,0,0
2025-01-08,Affiliate,Tablet,0,0,0,0
2025-01-03,Affiliate,Tablet,0,0,0,0
2026-05-04,Email,Mobile,2,1,0,0
2025-05-03,Direct,Desktop,5,1,1,0
2025-10-05,Meta Ads,Tablet,0,0,0,0
2025-03-09,Google Search,Desktop,2,0,0,0
2025-02-20,Google Shopping,Tablet,1,0,0,0
2026-02-17,Google_Search,Tablet,2,0,0,0
2025-07-03,direct,Desktop,1,0,0,0
2025-04-18,organic search,Mobile,5,0,0,0
2025-09-29,EMAIL,Tablet,0,0,0,0
2026-04-07,Google Search,Desktop,1,0,0,0
2026-01-07,affiliate,Tablet,0,0,0,0
2025-12-05,Google Shopping,Mobile,2,1,0,0
2025-02-07,google search,Mobile,9,0,0,0
2025-06-18,GOOGLE SEARCH,Desktop,6,1,1,0
2025-02-16,DIRECT,Desktop,2,0,0,0
2025-10-12,Affiliate ,Tablet,1,0,0,0
2025-05-02,Meta Ads,Desktop,3,0,0,0
2025-10-15,Affiliate ,Desktop,3,0,0,0
2025-03-04,GOOGLE SHOPPING,Desktop,3,2,0,0
2025-03-21,Email,Desktop,3,1,0,0
2025-01-05,GOOGLE SHOPPING,Tablet,3,1,0,0
2025-03-10,Direct,Desktop,2,0,0,0
2025-01-08,direct,Desktop,1,0,0,0
2025-11-01,GOOGLE SHOPPING,Desktop,3,0,0,0
2026-04-18,Direct,Desktop,2,0,0,0
2025-04-20,Affiliate,Tablet,0,0,0,0
2025-08-30,Direct,Mobile,2,0,0,0
2026-04-12,Organic Search,Desktop,6,0,0,0
2025-11-04,Email,Mobile,3,1,1,0
2025-06-28,Organic Search,Desktop,5,1,1,1
2025-07-08,Meta Ads,Mobile,12,0,0,0
2025-07-09,Meta Ads,Tablet,1,0,0,0
2025-05-01,Email,Tablet,1,0,0,0
2025-07-14,Google Search,Desktop,6,0,0,0
2025-11-08,Google_Search,Desktop,4,1,0,0
2025-03-29,Google Search,Mobile,6,0,0,0
2026-05-03,EMAIL,Mobile,5,1,1,0
2025-02-28,Organic_Search,Desktop,3,0,0,0
2025-06-25,Affiliate,Desktop,2,0,0,0
2025-03-31,Affiliate,Desktop,3,0,0,0
2025-12-24,Direct,Tablet,0,0,0,0
2026-05-16,Affiliate,Mobile,6,0,0,0
2025-08-23,Google Search,Tablet,0,0,0,0
2025-11-26,Google Shopping,Tablet,4,0,0,0
2025-04-27,Google Shopping,Tablet,0,0,0,0
2025-06-07,Organic_Search,Tablet,3,0,0,0
2025-01-19,Direct,Mobile,1,0,0,0
2026-06-24,Google Shopping,Desktop,3,0,0,0
2025-08-25,Google Search,Mobile,9,1,0,0
2025-03-02,Affiliate,Tablet,0,0,0,0
2026-05-25,Direct,Mobile,3,0,0,0
2026-04-13,Affiliate,Tablet,0,0,0,0
2025-11-21,Meta Ads,Desktop,11,0,0,0
2025-06-03,EMAIL,Desktop,3,0,0,0
2026-05-27,GOOGLE SEARCH,Tablet,0,0,0,0
2025-09-24,Email,Desktop,2,0,0,0
2026-05-13,FB/IG Ads,Tablet,6,0,0,0
2025-06-28,Email,Desktop,2,0,0,0
2025-08-04,Meta Ads,Mobile,16,0,0,0
2025-03-09,GOOGLE SEARCH,Mobile,11,0,0,0
2026-04-05,Direct,Tablet,0,0,0,0
2025-09-21,Meta Ads,Tablet,2,0,0,0
2025-10-25,Google Search,Tablet,0,0,0,0
2026-03-26,meta ads,Mobile,16,0,0,0
2025-04-30,direct,Mobile,5,1,1,1
2025-05-19,Direct,Tablet,0,0,0,0
2025-06-23,Organic Search,Desktop,3,0,0,0
2025-03-22,Google Shopping,Desktop,2,0,0,0
2026-02-20,Meta Ads,Mobile,12,0,0,0
2025-10-01,Email,Desktop,3,0,0,0
2026-06-09,Organic Search,Tablet,1,0,0,0
2025-12-05,Email,Mobile,3,2,0,0
2025-05-13,Email,Desktop,3,0,0,0
2025-07-06,Meta Ads,Tablet,2,0,0,0
2026-03-08,Organic Search,Tablet,2,0,0,0
2026-01-22,EMAIL,Mobile,0,0,0,0
2025-10-13,Email,Desktop,6,0,0,0
2025-10-18,Google_Shopping,Desktop,8,0,0,0
2025-02-20,Direct,Mobile,4,0,0,0
2025-10-20,Google Search,Mobile,13,1,1,0
2025-03-22,Email,Desktop,2,2,2,2
2025-12-30,Organic Search,Tablet,0,0,0,0
2026-04-17,Organic Search,Mobile,11,0,0,0
2025-08-10,Email,Desktop,3,0,0,0
2025-11-08,Meta Ads,Mobile,15,1,1,0
2025-02-02,Google Search,Tablet,0,0,0,0
2025-04-28,SEO,Tablet,1,0,0,0
2025-10-27,Meta Ads,Desktop,10,0,0,0
2026-02-09,Direct,Tablet,4,0,0,0
2026-06-25,Meta Ads,Desktop,8,2,2,0
2025-05-02,EMAIL,Mobile,10,1,1,1
2026-02-17,Affiliate,Mobile,2,0,0,0
2026-03-08,Affiliate,Tablet,0,0,0,0
2025-10-04,Affiliate,Desktop,2,0,0,0
2025-08-09,DIRECT,Tablet,1,0,0,0
2026-06-13,Google Search,Mobile,6,1,0,0
2025-03-29,Email Marketing,Tablet,1,0,0,0
2025-08-01,Affiliate,Mobile,4,0,0,0
2025-01-27,Google Search,Mobile,6,1,1,0
2026-03-06,Meta Ads,Desktop,13,0,0,0
2025-09-27,Organic Search,Mobile,11,2,0,0
2025-04-24,Google Search,Mobile,8,1,1,1
2025-06-01,Google Search,Mobile,4,0,0,0
2025-06-23,Direct,Mobile,4,0,0,0
2026-01-07,Organic Search,Desktop,3,0,0,0
2026-04-18,Google_Search,Desktop,10,1,1,1
2025-11-22,Organic Search,Tablet,0,0,0,0
2025-06-05,Google Search,Tablet,1,1,1,0
2025-03-27,Organic Search,Mobile,6,2,1,0
2026-01-08,Email,Tablet,0,0,0,0
2025-04-16,Direct,Tablet,0,0,0,0
2025-11-30,Google Shopping,Tablet,3,0,0,0
2025-03-13,Google Shopping,Desktop,4,0,0,0
2026-01-29,Affiliate,Desktop,1,0,0,0
2025-10-03,Organic Search,Tablet,1,0,0,0
2025-04-09,Meta Ads,Mobile,15,2,2,2
2026-01-12,Direct,Desktop,2,1,1,1
2025-11-22,Direct,Mobile,2,1,1,0
2026-06-26,GOOGLE SHOPPING,Mobile,6,0,0,0
2025-12-11,Affiliate ,Tablet,0,0,0,0
2025-09-26,affiliate,Desktop,1,0,0,0
2026-02-16,Email,Mobile,3,0,0,0
2026-02-08,Organic Search,Mobile,11,2,1,0
2025-05-05,Meta Ads,Tablet,1,0,0,0
2025-02-15,Affiliate,Mobile,0,0,0,0
2025-05-02,Direct,Desktop,1,0,0,0
2025-08-31,Google Search,Desktop,4,0,0,0
2026-05-25,Organic Search,Desktop,5,1,1,1
2025-12-21,Email,Mobile,8,0,0,0
2025-08-19,Google Search,Tablet,1,0,0,0
2026-03-29,Google Search,Desktop,5,2,0,0
2025-09-20,Email,Mobile,4,1,0,0
2026-03-09,Direct,Tablet,0,0,0,0
2025-04-29,Organic Search,Mobile,3,0,0,0
2026-02-10,Direct,Tablet,0,0,0,0
2026-02-16,Google Search,Tablet,0,0,0,0
2025-11-10,Meta_Ads,Desktop,11,0,0,0
2025-10-13,Organic Search,Tablet,2,0,0,0
2025-08-08,Email,Tablet,1,0,0,0
2025-02-22,Organic Search,Desktop,3,1,1,0
2026-03-16,Email,Tablet,1,0,0,0
2025-03-28,Direct,Desktop,0,0,0,0
2025-12-14,Meta Ads,Tablet,5,0,0,0
2025-07-18,Google Shopping,Desktop,3,0,0,0
2025-09-03,google shopping,Tablet,1,0,0,0
2026-02-26,Google Search,Tablet,0,0,0,0
2025-12-07,google shopping,Mobile,3,0,0,0
2026-05-22,Google Search,Tablet,0,0,0,0
2026-06-21,Google Shopping,Tablet,1,0,0,0
2026-04-25,AFFILIATE,Mobile,2,0,0,0
2025-11-21,Email Marketing,Mobile,5,0,0,0
2025-08-19,Affiliate,Mobile,0,0,0,0
2025-09-25,Organic_Search,Tablet,0,0,0,0
2026-06-01,Email,Tablet,2,1,1,1
2026-06-18,Email Marketing,Tablet,0,0,0,0
2025-05-22,Affiliate,Tablet,3,0,0,0
2025-01-03,Google Shopping,Mobile,1,0,0,0
2026-05-27,Affiliate,Tablet,0,0,0,0
2026-01-29,google search,Desktop,3,0,0,0
2026-03-16,meta ads,Desktop,8,1,0,0
2025-10-16,GOOGLE SEARCH,Tablet,2,0,0,0
2025-11-11,direct,Tablet,1,0,0,0
2025-06-27,Google Search,Mobile,10,2,1,0
2025-05-23,Meta Ads,Desktop,9,0,0,0
2026-04-07,Meta Ads,Mobile,18,1,1,0
2025-02-28,affiliate,Mobile,2,0,0,0
2025-11-11,Affiliate,Tablet,0,0,0,0
2025-11-05,google search,Mobile,11,1,0,0
2026-06-10,Organic Search,Desktop,7,1,1,1
2026-05-17,Google_Shopping,Tablet,0,0,0,0
2025-12-29,Email,Mobile,1,0,0,0
2025-01-06,Email,Desktop,1,0,0,0
2025-06-28,organic search,Mobile,10,0,0,0
2025-01-10,Organic Search,Mobile,3,2,1,0
2026-06-08,Email,Tablet,2,0,0,0
2026-03-05,Organic Search,Desktop,2,0,0,0
2025-11-02,Email,Tablet,3,1,0,0
2026-05-09,Organic Search,Desktop,5,1,0,0
2025-01-01,Email Marketing,Tablet,1,0,0,0
2025-03-26,Affiliate,Tablet,0,0,0,0
2025-02-06,Email,Mobile,6,1,1,0
2025-04-04,Email Marketing,Mobile,2,0,0,0
2026-03-08,EMAIL,Mobile,3,0,0,0
2026-01-27,Affiliate ,Desktop,0,0,0,0
2025-05-28,affiliate,Tablet,0,0,0,0
2025-08-20,Email Marketing,Tablet,0,0,0,0
2025-06-10,(direct),Desktop,3,1,0,0
2025-07-21,Google Search,Mobile,3,0,0,0
2026-01-11,Meta Ads,Desktop,8,1,1,0
2025-10-17,Email,Tablet,0,0,0,0
2026-04-25,Email,Tablet,2,0,0,0
2026-05-24,Email,Desktop,8,2,1,1
2025-10-04,Affiliate ,Mobile,4,0,0,0
2025-11-27,Meta Ads,Tablet,8,0,0,0
2025-01-20,Email,Tablet,0,0,0,0
2025-09-11,Google Search,Desktop,5,1,1,1
2026-06-08,Google Shopping,Desktop,4,0,0,0
2025-09-09,Affiliate,Mobile,2,0,0,0
2025-11-20,Affiliate,Desktop,2,0,0,0
2026-03-18,meta ads,Tablet,2,0,0,0
2025-12-27,Email,Desktop,0,0,0,0
2025-07-05,Google Search,Desktop,3,0,0,0
2025-07-01,Email,Desktop,3,1,1,1
2025-10-29,Google Shopping,Mobile,9,1,0,0
2025-07-26,Affiliate,Desktop,0,0,0,0
