date,channel,campaign,impressions,clicks,spend
2026-04-18,Facebook/Instagram Ads,Prospecting - Video,965,36,31.1
2025-03-30,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2025-06-28,Affiliate,Affiliate - Beauty Bloggers,306,11,2.59
2025-12-08,Google Search,Non-Brand - Competitor,410,20,11.64
2026-04-02,google shopping,Shopping - New Launches,220,7,2.83
2026-01-16,Google Shopping,Shopping - New Launches,120,4,£1.74
2025-06-19,Affiliate,Affiliate - Cashback Sites,109,6,£1.28
2026-05-04,Google Shopping,Shopping - Bestsellers,321,11,4.15
2026-05-23,Google Search,Non-Brand - Competitor,624,21,11.23
2025-10-19,Google Search,Non-Brand - Generic,388,14,8.53
2026-03-07,Google Shopping,Shopping - New Launches,199,7,2.56
2025-12-31,Google Shopping,Shopping - New Launches,265,10,4.1
2025-11-02,FB/IG Ads,Prospecting - Video,360,17,
2026-03-26,google shopping,Shopping - Bestsellers,361,19,8.08
2026-05-06,google shopping,Shopping - Bestsellers,181,10,4.26
2025-06-09,Google Shopping,Shopping - New Launches,196,7,2.96
2026-02-13,affiliate,Affiliate - Beauty Bloggers,128,6,1.3
2026-01-20,Meta Ads,Prospecting - Static,795,30,26.18
2025-07-06,Google Shopping,Shopping - New Launches,576,21,8.61
2025-02-18,Google Shopping,Shopping - Bestsellers,317,11,4.7
2026-01-02,Affiliate,Affiliate - Cashback Sites,73,3,£0.70
2026-04-23,Google Search,Non-Brand - Competitor,242,10,5.7
2026-02-22,Meta Ads,Prospecting - Video,614,20,£16.82
2026-02-12,Google Shopping,Shopping - New Launches,249,11,4.09
2025-05-16,Google Shopping,Shopping - Bestsellers,243,8,3.48
2025-05-15,Google Shopping,Shopping - New Launches,228,9,£3.92
2026-06-04,Google Shopping,Shopping - Bestsellers,395,19,7.65
2025-08-21,Affiliate ,Affiliate - Cashback Sites,0,0,0.0
2025-01-05,Meta Ads,Retargeting - Carousel,367,12,7.0
2025-06-11,Google Shopping,Shopping - New Launches,267,10,4.5
2025-04-19,Meta Ads,Prospecting - Video,621,27,£16.75
2025-07-30,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-04-22,google shopping,Shopping - Bestsellers,338,14,5.82
2026-03-31,Meta Ads,Prospecting - Video,776,33,27.01
2026-05-16,Meta_Ads,Prospecting - Static,1009,48,47.63
2026-05-26,AFFILIATE,Affiliate - Cashback Sites,60,2,£0.42
2025-04-20,Affiliate,Affiliate - Beauty Bloggers,202,7,1.51
2025-07-01,Google Search,Non-Brand - Competitor,204,8,4.43
2025-09-20,GOOGLE SEARCH,Non-Brand - Generic,798,27,14.77
2025-07-18,Google  Search,Brand - Search,153,5,2.9
2026-03-06,Affiliate,Affiliate - Beauty Bloggers,54,2,£0.44
2025-07-16,Facebook/Instagram Ads,Prospecting - Static,916,30,20.89
2025-07-26,Meta Ads,Prospecting - Static,188,8,5.59
2026-05-28,Meta Ads,Prospecting - Static,788,27,£25.60
2026-06-05,Google Shopping,Shopping - Bestsellers,443,16,7.1
2026-01-20,Google Search,Non-Brand - Competitor,267,10,5.82
2026-06-04,Google Search,Non-Brand - Competitor,539,23,12.58
2026-01-01,Meta Ads,Retargeting - Carousel,554,25,20.48
2026-01-08,Affiliate,Affiliate - Beauty Bloggers,109,4,0.91
2025-03-19,Google Shopping,Shopping - Bestsellers,247,8,£3.65
2025-05-02,FB/IG Ads,Prospecting - Static,345,12,£7.43
2026-03-14,Affiliate,Affiliate - Cashback Sites,92,5,1.12
2025-08-08,Google Shopping,Shopping - New Launches,419,14,5.77
2025-11-07,Affiliate,Affiliate - Beauty Bloggers,118,6,1.28
2025-06-23,Google Search,Non-Brand - Competitor,361,16,9.19
2025-05-03,Facebook/Instagram Ads,Prospecting - Video,605,21,12.93
2026-02-11,Meta Ads,Retargeting - Carousel,1085,35,£30.79
2025-05-20,Meta Ads,Retargeting - Carousel,696,25,16.24
2025-01-13,Google Search,Non-Brand - Competitor,208,10,5.2
2025-04-12,Affiliate,Affiliate - Beauty Bloggers,72,3,0.6
2025-11-18,Google Shopping,Shopping - Bestsellers,261,10,4.27
2025-06-03,Google Search,Non-Brand - Generic,485,19,10.23
2026-02-08,Meta Ads,Retargeting - Carousel,1110,35,29.84
2026-06-24,Meta Ads,Prospecting - Static,1925,65,58.92
2025-05-21,Google Search,Brand - Search,394,13,6.64
2026-06-23,Affiliate,Affiliate - Cashback Sites,78,3,£0.65
2026-06-25,Meta_Ads,Prospecting - Video,871,30,28.2
2025-11-01,Affiliate,Affiliate - Beauty Bloggers,40,2,0.46
2025-08-07,Google Search,Brand - Search,373,14,7.72
2025-09-23,Google Shopping,Shopping - New Launches,269,10,4.05
2025-01-08,Meta Ads,Retargeting - Carousel,775,25,13.0
2026-06-11,Affiliate,Affiliate - Cashback Sites,196,7,1.59
2026-05-17,Meta Ads,Retargeting - Carousel,604,23,21.58
2025-05-19,Google Shopping,Shopping - Bestsellers,308,10,4.49
2025-07-10,Affiliate,Affiliate - Cashback Sites,97,4,0.84
2026-03-27,Affiliate,Affiliate - Cashback Sites,45,2,0.44
2026-02-04,Meta Ads,Prospecting - Static,877,35,30.45
2025-10-27,Google Search,Non-Brand - Competitor,226,9,4.69
2026-02-06,Meta_Ads,Prospecting - Video,1027,38,34.75
2025-07-13,Meta Ads,Prospecting - Video,340,17,11.43
2025-10-05,Google Search,Brand - Search,499,16,8.34
2025-02-02,Google Shopping,Shopping - Bestsellers,277,10,4.09
2025-06-08,Affiliate,Affiliate - Beauty Bloggers,62,2,0.47
2025-05-19,Affiliate,Affiliate - Beauty Bloggers,220,7,1.59
2025-08-01,Google Search,Brand - Search,342,13,7.53
2026-05-24,Google Search,Non-Brand - Competitor,253,9,4.9
2025-10-18,Meta Ads,Prospecting - Static,818,31,£23.27
2025-04-24,Affiliate ,Affiliate - Cashback Sites,0,0,£0.00
2025-02-10,Affiliate,Affiliate - Beauty Bloggers,160,6,1.44
2025-01-08,Affiliate,Affiliate - Cashback Sites,77,4,0.9
2026-03-16,Affiliate,Affiliate - Beauty Bloggers,194,8,1.79
2026-04-13,Google Search,Brand - Search,281,13,6.89
2025-12-09,FB/IG Ads,Retargeting - Carousel,1415,46,37.69
2025-11-17,Google Search,Brand - Search,472,20,10.44
2025-12-18,Meta Ads,Retargeting - Carousel,1164,40,31.53
2026-01-31,Google  Search,Brand - Search,301,13,7.17
2025-01-11,Meta Ads,Retargeting - Carousel,274,10,
2026-01-25,google search,Non-Brand - Generic,319,16,8.66
2025-08-10,Google Shopping,Shopping - New Launches,334,13,5.28
2026-03-12,Google Shopping,Shopping - Bestsellers,255,8,3.48
2026-06-15,affiliate,Affiliate - Beauty Bloggers,26,1,0.23
2025-11-21,Affiliate,Affiliate - Cashback Sites,191,7,1.52
2026-04-23,Affiliate,Affiliate - Beauty Bloggers,192,8,£1.80
2025-03-12,Google Shopping,Shopping - New Launches,309,16,6.25
2025-10-26,Google Shopping,Shopping - Bestsellers,377,13,£5.49
2025-08-22,Google Shopping,Shopping - New Launches,201,9,4.02
2026-05-30,google shopping,Shopping - New Launches,126,4,£1.59
2025-08-28,affiliate,Affiliate - Cashback Sites,105,4,0.83
2026-02-24,Meta Ads,Prospecting - Video,809,26,22.34
2026-03-10,Google Shopping,Shopping - New Launches,364,14,6.29
2025-09-15,Google  Search,Non-Brand - Generic,358,16,8.98
2026-01-14,Google Shopping,Shopping - Bestsellers,107,4,1.65
2025-02-12,Facebook/Instagram Ads,Retargeting - Carousel,391,20,11.14
2026-06-21,Google Search,Non-Brand - Competitor,629,20,11.03
2025-10-22,Google_Shopping,Shopping - Bestsellers,177,6,2.42
2026-01-31,AFFILIATE,Affiliate - Beauty Bloggers,71,3,0.64
2026-02-21,Affiliate,Affiliate - Beauty Bloggers,150,6,1.2
2025-09-24,Affiliate,Affiliate - Cashback Sites,272,10,£1.98
2025-09-07,Google Search,Brand - Search,281,12,7.05
2025-02-21,Meta_Ads,Prospecting - Video,524,20,£10.83
2025-03-01,Meta Ads,Prospecting - Static,237,13,7.73
2025-04-11,GOOGLE SHOPPING,Shopping - Bestsellers,230,10,4.56
2025-10-21,Affiliate,Affiliate - Beauty Bloggers,30,1,0.23
2025-12-03,Affiliate,Affiliate - Beauty Bloggers,82,4,£0.89
2025-05-30,Google Search,Non-Brand - Competitor,226,11,6.33
2025-06-16,Affiliate,Affiliate - Cashback Sites,190,7,1.37
2025-05-09,Google Search,Non-Brand - Competitor,303,15,8.24
2025-12-28,Google Shopping,Shopping - New Launches,260,9,3.48
2025-04-05,Affiliate,Affiliate - Cashback Sites,101,4,0.86
2025-08-19,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2026-03-03,Meta Ads,Retargeting - Carousel,528,20,16.38
2025-02-08,Affiliate,Affiliate - Beauty Bloggers,0,0,£0.00
2026-03-18,Google  Search,Non-Brand - Generic,326,14,7.9
2025-08-11,Meta Ads,Retargeting - Carousel,334,18,12.2
2025-09-17,Facebook/Instagram Ads,Prospecting - Static,579,21,16.29
2026-04-29,Google_Search,Non-Brand - Competitor,338,12,6.71
2026-04-08,Affiliate,Affiliate - Cashback Sites,50,2,£0.43
2025-08-20,Google Shopping,Shopping - Bestsellers,180,7,2.91
2026-06-11,Google Shopping,Shopping - New Launches,341,12,5.13
2026-01-29,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2026-05-10,Google Shopping,Shopping - Bestsellers,517,19,7.97
2025-10-24,Affiliate,Affiliate - Cashback Sites,177,6,1.19
2025-05-13,meta ads,Retargeting - Carousel,693,30,19.54
2026-04-15,google shopping,Shopping - New Launches,141,5,1.91
2025-07-11,google shopping,Shopping - Bestsellers,271,9,3.76
2026-02-15,Google  Search,Non-Brand - Competitor,428,17,9.56
2025-09-08,Affiliate,Affiliate - Cashback Sites,26,1,0.23
2025-08-26,Meta_Ads,Prospecting - Static,435,21,14.77
2026-02-12,Google Search,Brand - Search,190,9,5.12
2026-06-03,Google Shopping,Shopping - Bestsellers,168,7,2.73
2026-03-23,Affiliate,Affiliate - Beauty Bloggers,75,3,0.68
2026-01-27,Meta Ads,Prospecting - Static,229,10,8.17
2026-03-20,Affiliate,Affiliate - Cashback Sites,131,7,1.59
2025-09-03,Meta Ads,Prospecting - Video,578,23,17.82
2025-07-23,Google Shopping,Shopping - Bestsellers,158,7,3.08
2025-09-23,Google Search,Non-Brand - Competitor,176,9,5.07
2025-06-21,Google Search,Brand - Search,317,12,6.67
2025-07-20,Google Search,Non-Brand - Competitor,218,8,4.16
2026-01-13,Google Shopping,Shopping - Bestsellers,93,3,£1.22
2025-04-13,GOOGLE SHOPPING,Shopping - New Launches,275,13,5.57
2025-09-06,Google Shopping,Shopping - New Launches,105,4,1.76
2025-03-01,Google Shopping,Shopping - New Launches,113,6,2.54
2025-12-08,meta ads,Prospecting - Video,940,35,27.62
2025-03-16,Google Search,Brand - Search,367,16,£8.80
2025-02-20,Google  Search,Non-Brand - Competitor,656,21,11.46
2025-04-04,Affiliate,Affiliate - Cashback Sites,123,5,£1.00
2026-02-01,Affiliate,Affiliate - Cashback Sites,83,4,0.81
2025-01-25,AFFILIATE,Affiliate - Cashback Sites,52,2,0.45
2025-06-21,Meta Ads,Prospecting - Video,418,14,9.5
2025-06-11,Affiliate,Affiliate - Beauty Bloggers,287,9,1.85
2025-01-28,Google Shopping,Shopping - Bestsellers,184,8,3.14
2025-12-07,Google Search,Non-Brand - Generic,507,26,13.8
2025-02-14,Affiliate,Affiliate - Cashback Sites,71,3,0.65
2025-06-05,Meta Ads,Prospecting - Static,286,11,7.22
2025-12-28,FB/IG Ads,Prospecting - Video,484,21,16.5
2025-06-07,Facebook/Instagram Ads,Prospecting - Video,412,16,9.9
2026-03-06,Google Shopping,Shopping - Bestsellers,297,12,5.5
2025-10-13,Meta_Ads,Prospecting - Video,517,23,17.52
2026-06-22,Google  Search,Brand - Search,307,11,6.03
2025-02-09,meta ads,Prospecting - Static,460,24,13.55
2026-06-16,Google Shopping,Shopping - Bestsellers,209,10,4.38
2025-02-03,Meta Ads,Retargeting - Carousel,529,19,11.14
2025-05-02,google shopping,Shopping - New Launches,245,10,3.85
2025-08-10,Affiliate,Affiliate - Cashback Sites,158,7,1.69
2025-01-14,Google Search,Non-Brand - Competitor,118,5,2.48
2025-12-13,Google Search,Non-Brand - Generic,442,19,9.61
2025-11-17,Affiliate,Affiliate - Beauty Bloggers,220,7,1.5
2026-04-25,Google Search,Non-Brand - Competitor,437,14,7.9
2026-02-11,Affiliate ,Affiliate - Beauty Bloggers,145,5,1.1
2025-03-24,Google Shopping,Shopping - New Launches,63,2,0.83
2025-08-31,Google Search,Brand - Search,333,12,6.55
2025-11-27,Google_Shopping,Shopping - New Launches,793,29,12.52
2025-07-04,Google Search,Brand - Search,172,7,4.01
2025-07-08,Facebook/Instagram Ads,Prospecting - Video,271,11,£8.07
2025-09-13,Affiliate,Affiliate - Beauty Bloggers,180,6,1.39
2026-01-22,Google_Shopping,Shopping - New Launches,292,12,4.76
2026-04-30,GOOGLE SHOPPING,Shopping - New Launches,335,15,6.06
2025-01-06,Meta Ads,Retargeting - Carousel,329,12,6.51
2025-07-16,Google Search,Non-Brand - Competitor,483,22,12.91
2025-04-29,GOOGLE SHOPPING,Shopping - Bestsellers,89,3,1.13
2025-11-23,meta ads,Prospecting - Video,983,40,30.13
2025-06-02,Google Search,Non-Brand - Generic,212,10,5.07
2026-04-16,Google Shopping,Shopping - Bestsellers,287,9,£3.61
2026-06-09,Meta Ads,Prospecting - Static,980,52,48.41
2026-02-17,Affiliate,Affiliate - Beauty Bloggers,111,6,1.39
2026-06-25,Google Search,Non-Brand - Competitor,282,10,5.77
2025-03-14,Google Shopping,Shopping - New Launches,294,12,5.0
2025-11-14,Google Shopping,Shopping - Bestsellers,352,15,6.38
2026-05-03,AFFILIATE,Affiliate - Cashback Sites,78,3,0.64
2025-04-27,Affiliate,Affiliate - Cashback Sites,55,3,0.7
2025-06-01,Google Search,Non-Brand - Competitor,281,11,6.38
2025-01-17,Meta Ads,Prospecting - Static,235,10,£5.18
2025-04-23,Affiliate,Affiliate - Beauty Bloggers,176,8,£1.78
2026-06-24,Google Search,Non-Brand - Competitor,700,26,16.02
2025-09-18,Google Search,Non-Brand - Generic,222,8,4.41
2025-02-22,FB/IG Ads,Retargeting - Carousel,317,15,9.06
2026-03-02,Google Search,Non-Brand - Competitor,470,15,8.46
2025-02-05,Affiliate,Affiliate - Beauty Bloggers,59,3,0.66
2026-05-28,AFFILIATE,Affiliate - Cashback Sites,0,0,0.0
2026-03-29,Affiliate,Affiliate - Cashback Sites,250,9,1.89
2025-06-29,Google Search,Brand - Search,331,15,7.69
2025-10-30,Google Search,Non-Brand - Generic,426,23,12.46
2026-06-17,Meta_Ads,Prospecting - Video,502,23,20.17
2026-03-11,Google Search,Brand - Search,172,8,4.38
2026-03-13,Meta Ads,Prospecting - Video,619,26,21.97
2025-05-14,Google Search,Non-Brand - Competitor,424,14,7.16
2025-12-25,Google Shopping,Shopping - New Launches,104,4,£1.63
2026-02-23,Affiliate,Affiliate - Cashback Sites,49,2,0.44
2025-10-14,Google Search,Brand - Search,926,29,15.44
2025-06-20,Meta Ads,Prospecting - Video,537,22,15.43
2025-01-23,Google Shopping,Shopping - Bestsellers,224,8,3.29
2025-02-25,Google Shopping,Shopping - New Launches,56,3,1.14
2025-11-09,Meta Ads,Prospecting - Video,530,19,13.76
2026-02-21,FB/IG Ads,Prospecting - Static,474,26,22.19
2025-10-10,Affiliate,Affiliate - Cashback Sites,91,3,0.63
2025-04-29,Google Search,Non-Brand - Competitor,78,4,2.23
2026-05-09,Google Search,Brand - Search,291,11,£6.06
2025-06-05,Affiliate,Affiliate - Beauty Bloggers,75,4,0.97
2025-11-19,meta ads,Retargeting - Carousel,505,27,21.84
2026-05-15,affiliate,Affiliate - Beauty Bloggers,216,8,1.87
2026-06-29,Google  Search,Non-Brand - Competitor,573,18,9.83
2026-03-21,Meta Ads,Prospecting - Static,1081,34,31.0
2025-11-15,Google Shopping,Shopping - New Launches,278,11,4.76
2026-04-19,Google Shopping,Shopping - Bestsellers,327,13,5.07
2026-05-14,affiliate,Affiliate - Beauty Bloggers,26,1,0.22
2025-04-16,Google Search,Non-Brand - Generic,264,14,£8.38
2025-07-27,Meta_Ads,Prospecting - Video,582,30,20.4
2025-02-05,Google Search,Non-Brand - Competitor,421,15,7.81
2026-04-21,Affiliate,Affiliate - Beauty Bloggers,85,3,£0.70
2026-01-08,meta ads,Prospecting - Video,465,20,16.67
2025-04-26,Meta Ads,Prospecting - Static,488,20,12.31
2026-01-11,Google Shopping,Shopping - New Launches,319,13,5.58
2025-08-16,Affiliate,Affiliate - Beauty Bloggers,99,4,0.94
2025-01-27,Google_Shopping,Shopping - New Launches,337,13,£5.13
2026-04-03,Meta Ads,Prospecting - Static,628,31,27.12
2025-08-11,Google Shopping,Shopping - New Launches,269,10,4.31
2026-01-26,google search,Non-Brand - Generic,221,9,£4.63
2025-08-24,Meta Ads,Prospecting - Static,562,19,13.57
2025-10-21,meta ads,Retargeting - Carousel,986,32,23.73
2026-01-16,Google Search,Non-Brand - Competitor,278,9,£4.65
2026-04-03,Google Search,Non-Brand - Competitor,211,9,4.95
2025-12-23,Affiliate,Affiliate - Beauty Bloggers,108,5,1.01
2025-11-28,Meta Ads,Prospecting - Static,825,44,35.08
2025-06-03,Google Shopping,Shopping - New Launches,371,13,5.32
2025-12-15,Google Shopping,Shopping - New Launches,673,32,12.67
2025-10-15,Google Search,Non-Brand - Competitor,282,13,7.17
2026-04-03,Affiliate,Affiliate - Beauty Bloggers,136,5,1.08
2025-12-10,Google Search,Non-Brand - Competitor,676,30,16.98
2025-12-15,Google_Search,Non-Brand - Generic,751,24,£13.02
2025-10-19,Google Shopping,Shopping - New Launches,56,2,0.83
2026-03-26,Affiliate,Affiliate - Beauty Bloggers,106,4,0.87
2025-09-19,google shopping,Shopping - Bestsellers,366,12,5.25
2025-05-10,Meta Ads,Prospecting - Static,279,14,8.41
2026-02-07,Affiliate,Affiliate - Cashback Sites,136,7,1.48
2026-02-08,Affiliate,Affiliate - Beauty Bloggers,231,9,1.83
2025-01-13,Google_Shopping,Shopping - Bestsellers,122,6,2.66
2026-04-19,Affiliate,Affiliate - Beauty Bloggers,174,7,1.63
2026-05-08,GOOGLE SEARCH,Non-Brand - Generic,681,27,£14.60
2025-01-14,Google Shopping,Shopping - New Launches,136,7,2.9
2025-10-03,Google Search,Non-Brand - Generic,411,13,6.37
2026-03-24,FB/IG Ads,Prospecting - Video,432,21,17.23
2026-02-28,Google Shopping,Shopping - New Launches,276,11,4.63
2026-01-11,Google Search,Non-Brand - Competitor,184,9,4.82
2025-07-24,Meta Ads,Retargeting - Carousel,764,26,17.17
2025-10-20,Google Search,Non-Brand - Generic,608,24,£13.35
2025-06-09,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-10-19,Meta Ads,Prospecting - Static,758,28,21.34
2025-09-20,Meta_Ads,Prospecting - Video,729,25,£18.19
2026-05-16,GOOGLE SHOPPING,Shopping - Bestsellers,434,18,7.51
2025-05-05,Google Shopping,Shopping - Bestsellers,159,7,2.9
2025-08-28,Google Search,Brand - Search,445,15,8.56
2025-01-07,Google_Shopping,Shopping - Bestsellers,146,7,2.83
2026-03-05,FB/IG Ads,Prospecting - Static,533,23,17.55
2025-01-20,Google Shopping,Shopping - New Launches,161,8,3.45
2025-03-04,Google Search,Brand - Search,379,12,£6.82
2025-12-19,Google Shopping,Shopping - Bestsellers,467,17,7.39
2026-03-29,Google Shopping,Shopping - Bestsellers,235,8,3.15
2026-02-05,GOOGLE SHOPPING,Shopping - New Launches,216,8,£3.22
2026-04-09,Google Search,Non-Brand - Competitor,244,10,5.56
2026-01-15,FB/IG Ads,Prospecting - Video,251,13,£11.14
2025-08-31,Google Shopping,Shopping - Bestsellers,144,7,2.82
2026-01-04,Meta Ads,Prospecting - Static,830,26,18.9
2025-03-10,Google Search,Non-Brand - Generic,111,4,2.32
2025-09-11,Affiliate,Affiliate - Cashback Sites,124,4,0.78
2025-03-02,Google Search,Brand - Search,159,5,2.56
2025-08-15,google shopping,Shopping - Bestsellers,232,11,4.46
2025-03-19,Meta Ads,Prospecting - Static,288,16,9.04
2025-09-04,Google Search,Non-Brand - Competitor,678,23,11.71
2025-09-27,Google Shopping,Shopping - New Launches,311,15,£6.32
2025-03-02,Google_Shopping,Shopping - New Launches,177,8,3.31
2025-04-09,Facebook/Instagram Ads,Retargeting - Carousel,620,20,11.59
2026-02-09,Meta Ads,Prospecting - Video,496,19,16.43
2026-05-22,Google Search,Non-Brand - Generic,356,15,8.42
2025-05-07,affiliate,Affiliate - Cashback Sites,203,8,£1.82
2025-09-29,Meta Ads,Retargeting - Carousel,753,24,18.0
2025-08-13,Facebook/Instagram Ads,Prospecting - Static,613,24,16.81
2025-11-24,Google Shopping,Shopping - New Launches,261,14,5.77
2025-12-16,Google Search,Non-Brand - Competitor,491,16,8.97
2025-07-06,Google Search,Non-Brand - Competitor,382,14,6.94
2025-10-22,Affiliate,Affiliate - Beauty Bloggers,121,5,1.1
2025-12-27,Google Shopping,Shopping - New Launches,142,6,£2.43
2025-03-11,Meta Ads,Prospecting - Video,166,8,4.97
2026-06-06,Meta Ads,Retargeting - Carousel,951,30,29.06
2025-05-27,Google_Shopping,Shopping - New Launches,457,23,9.14
2025-07-11,Google Search,Non-Brand - Generic,221,8,4.75
2026-01-14,Affiliate,Affiliate - Beauty Bloggers,87,3,0.64
2025-03-10,Google Shopping,Shopping - New Launches,214,7,2.89
2025-04-05,Meta Ads,Retargeting - Carousel,905,36,21.51
2025-03-18,FB/IG Ads,Prospecting - Video,296,15,8.7
2025-11-21,Google Shopping,Shopping - New Launches,150,5,2.22
2025-01-16,Meta Ads,Retargeting - Carousel,268,11,5.89
2025-03-07,google search,Non-Brand - Competitor,478,17,8.52
2026-05-20,Google Shopping,Shopping - New Launches,391,13,5.39
2025-05-06,Meta Ads,Prospecting - Video,535,24,15.42
2025-09-23,Affiliate ,Affiliate - Cashback Sites,128,5,1.13
2026-01-12,Google_Shopping,Shopping - Bestsellers,207,9,£3.81
2025-11-10,Google Shopping,Shopping - New Launches,167,7,2.9
2025-10-11,Affiliate,Affiliate - Cashback Sites,53,2,£0.45
2025-07-24,affiliate,Affiliate - Cashback Sites,27,1,0.21
2026-04-14,Facebook/Instagram Ads,Retargeting - Carousel,1230,41,38.83
2025-11-29,Google Search,Non-Brand - Generic,968,34,19.78
2025-03-05,Google  Search,Non-Brand - Generic,200,11,£6.34
2026-01-05,Meta Ads,Prospecting - Static,425,20,16.44
2025-06-28,Facebook/Instagram Ads,Retargeting - Carousel,373,16,£10.59
2026-05-17,AFFILIATE,Affiliate - Cashback Sites,75,4,0.94
2025-02-23,Meta Ads,Prospecting - Video,593,19,£10.43
2025-08-07,Affiliate,Affiliate - Beauty Bloggers,24,1,0.23
2026-04-23,Google Shopping,Shopping - New Launches,297,15,£6.49
2026-05-11,Google Shopping,Shopping - New Launches,89,3,1.22
2026-04-05,Google Search,Brand - Search,532,28,17.76
2025-03-23,Google Shopping,Shopping - New Launches,489,18,7.46
2025-11-02,Google Shopping,Shopping - Bestsellers,288,16,6.19
2026-05-02,Meta Ads,Retargeting - Carousel,1019,45,£44.15
2025-01-18,Google Search,Non-Brand - Generic,59,3,1.75
2025-08-12,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2026-04-21,Google Search,Brand - Search,467,16,8.41
2025-10-30,Affiliate,Affiliate - Beauty Bloggers,147,5,1.03
2025-04-10,Google Search,Non-Brand - Generic,363,14,7.45
2026-02-20,Meta Ads,Retargeting - Carousel,731,26,21.77
2025-01-17,Google Search,Brand - Search,109,5,2.66
2025-12-05,Meta Ads,Retargeting - Carousel,499,26,21.49
2025-08-02,Meta Ads,Prospecting - Static,386,21,15.29
2025-10-12,Affiliate,Affiliate - Beauty Bloggers,47,2,0.45
2026-03-16,Google Search,Non-Brand - Generic,174,8,4.14
2025-04-01,Affiliate,Affiliate - Cashback Sites,194,10,2.14
2025-12-01,Google Shopping,Shopping - Bestsellers,567,22,9.53
2025-02-02,Google Search,Non-Brand - Generic,490,18,9.9
2025-07-10,GOOGLE SEARCH,Brand - Search,167,6,3.27
2025-04-21,Google Search,Non-Brand - Competitor,761,27,14.83
2025-11-01,Meta Ads,Prospecting - Video,486,26,19.59
2026-06-19,FB/IG Ads,Prospecting - Static,678,33,31.29
2026-06-18,Affiliate,Affiliate - Cashback Sites,176,7,1.46
2025-09-18,affiliate,Affiliate - Cashback Sites,45,2,0.45
2025-11-09,Google_Search,Non-Brand - Generic,437,21,11.71
2026-05-20,Affiliate,Affiliate - Beauty Bloggers,185,8,1.85
2025-05-21,Affiliate,Affiliate - Beauty Bloggers,40,2,0.43
2025-06-25,Meta Ads,Retargeting - Carousel,375,16,10.64
2025-03-02,Meta Ads,Prospecting - Video,245,10,5.67
2025-10-02,Affiliate,Affiliate - Cashback Sites,25,1,£0.22
2025-07-27,Google Shopping,Shopping - Bestsellers,147,7,2.67
2026-03-20,Google Search,Non-Brand - Generic,474,15,7.97
2025-01-26,Google_Search,Non-Brand - Generic,284,15,8.23
2025-03-31,Affiliate,Affiliate - Beauty Bloggers,140,5,1.03
2025-11-08,Affiliate,Affiliate - Beauty Bloggers,240,8,£1.84
2025-04-03,Google Shopping,Shopping - New Launches,515,18,7.47
2026-04-20,Meta Ads,Retargeting - Carousel,697,34,31.19
2026-06-13,Affiliate,Affiliate - Cashback Sites,52,2,0.4
2026-01-21,Google Search,Non-Brand - Generic,207,8,4.31
2025-07-18,Meta Ads,Prospecting - Video,340,13,9.0
2025-09-15,Meta Ads,Prospecting - Video,518,21,16.07
2025-12-14,Affiliate,Affiliate - Beauty Bloggers,157,6,1.36
2025-11-15,Google_Search,Non-Brand - Competitor,354,13,£6.79
2026-03-15,Meta Ads,Retargeting - Carousel,914,30,25.95
2026-05-03,Google Shopping,Shopping - Bestsellers,276,9,4.0
2026-02-24,Google Search,Brand - Search,257,12,6.19
2026-04-01,Google Search,Brand - Search,492,18,10.44
2025-05-15,Google Search,Non-Brand - Generic,458,20,10.24
2025-09-09,Affiliate,Affiliate - Beauty Bloggers,157,7,1.61
2026-04-30,Meta Ads,Prospecting - Video,695,28,25.0
2026-04-24,Meta Ads,Prospecting - Video,526,24,23.75
2025-03-21,Meta Ads,Prospecting - Video,627,26,£16.33
2026-03-27,Google_Shopping,Shopping - Bestsellers,193,7,£3.08
2025-09-01,google search,Non-Brand - Competitor,342,19,10.49
2025-01-15,Google Search,Non-Brand - Competitor,310,10,5.38
2025-12-18,Affiliate,Affiliate - Beauty Bloggers,61,3,0.65
2026-01-30,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2025-03-31,google shopping,Shopping - New Launches,234,10,4.42
2026-01-24,Meta Ads,Prospecting - Video,758,28,24.48
2025-05-08,Meta Ads,Retargeting - Carousel,832,29,18.7
2026-01-28,Meta Ads,Retargeting - Carousel,188,10,8.0
2026-03-14,Google Search,Non-Brand - Competitor,447,16,9.3
2025-10-26,Meta Ads,Prospecting - Static,743,34,£27.26
2026-05-11,Google Search,Brand - Search,405,17,9.42
2025-11-09,Google Shopping,Shopping - Bestsellers,360,13,5.45
2025-10-30,Meta Ads,Prospecting - Static,362,20,14.92
2025-01-03,meta ads,Retargeting - Carousel,196,10,5.59
2026-05-28,Google Shopping,Shopping - Bestsellers,651,25,9.95
2025-02-15,Facebook/Instagram Ads,Prospecting - Video,136,7,4.01
2026-06-02,Google Search,Non-Brand - Competitor,451,18,9.75
2025-06-06,AFFILIATE,Affiliate - Beauty Bloggers,247,9,1.9
2025-09-30,Google Shopping,Shopping - Bestsellers,247,9,3.85
